DEPTH,ROP5,AZIM_CONT_RT,SHK_ISONIC_RT,TQA,SHKTOT_RT,CRPM_RT,ARC_GR_RT,RHOB_DH_ADN_RT,SPM1,DEPT,APRS_RT,SHK_ADN_RT,STAT_ADN_RT,P40L_RT,TRPM_RT,TFLO,ADIA_ADN_RT,RPM,P40H_RT,INCL_CONT_RT,SHKPK_RT,ROP,BITRUN,SPM3,STUCK_RT,STAT_ISONIC_RT,SPPA,SHKRSK_RT,TNPH_ADN_RT,SPM2,ECD_ARC_RT,DRHO_DH_ADN_RT,HKLD,DTCO_RT,PASS_NAME,SWOB,SHK2_RT,DVER,P28H_RT,STWD_RT
309.866,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,309.8639472,,
309.89,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,309.8883312,,
309.918,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,309.9157632,,
309.942,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,309.9401472,,
309.969,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,309.9675792,,
309.982,16.986504,111.23,0,2.2235414352635,0.32,119,20.75,1.62,45,,3578.37903515438,0,,1.29,,1993.92791688,,119.76,1.29,0,0,17.61744,3,0,0,,617.1497253115,0,0.3677,45,1.18747982695147,0.03,95.3541880214,67.2,Drilling,0.0589670081,0,309.9797712,1.35,
309.994,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,309.9919632,,
310.021,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.0193952,,
310.046,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.0437792,,
310.097,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.0955952,,
310.125,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.1230272,,
310.134,17.148048,,,3.43021940927844,0.32,,21.92,1.62,45,,3571.48427786121,0,,1.29,2773.44,1993.92791688,20.6502,119.76,1.29,,0,18.537936,3,0,,,620.183418520494,0,0.3516,45,1.18388503433708,,95.3360443266,,Drilling,0.2041165665,,310.1321712,1.35,
310.149,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.1474112,,
310.177,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.1748432,,
310.201,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.1992272,,
310.228,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.2266592,,
310.253,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.2510432,,
310.28,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.2784752,,
310.286,17.32788,106.2,0,3.83696479377786,,119,26.91,1.65,45,,3585.27379244755,,,1.29,,1993.92791688,,119.61,1.29,0,,18.672048,3,0,0,,618.321834051339,,0.3761,45,1.18747982695147,0.02,95.2952210133,67.6,Drilling,0.1451495584,0,310.2845712,1.35,
310.305,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.3028592,,
310.332,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.3302912,,
310.357,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.3546752,,
310.384,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.3821072,,
310.408,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.4064912,,
310.436,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.4339232,,
310.439,17.501616,,0,0.935514384348666,0.32,,25.61,,45,,3585.27379244755,0,,1.29,2773.44,1993.92791688,20.6502,119.47,1.35,,0,18.662904,3,0,,,622.04500298965,0,0.3657,45,1.18747982695147,,95.3360443266,62,Drilling,0.090718474,0,310.4369712,1.35,
310.46,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.4583072,,
310.488,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.4857392,,
310.512,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.5101232,,
310.539,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.5375552,,
310.564,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.5619392,,
310.591,17.687544,106.78,,0.447419922949362,,119,21.92,1.65,45,,3585.27379244755,0,,1.29,,1993.92791688,20.6502,119.54,1.35,0,,18.687288,3,0,0,,616.046564144593,,,45,1.18628156274667,0.02,95.3632598688,,Drilling,0.2177243376,,310.5893712,1.41,
310.616,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.6137552,,
310.643,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.6411872,,
310.667,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.6655712,,
310.695,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.6930032,,
310.722,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.7204352,,
310.744,17.864328,,0,2.50826320441309,0.32,,24.35,1.65,45,,3585.27379244755,,,1.29,2773.44,1993.92791688,20.6502,119.36,1.35,,0,18.696432,3,0,,,618.252886478407,0,0.3175,45,1.18628156274667,0.02,95.3995472584,63.8,Drilling,0.0952543977,0,310.7417712,1.41,
310.747,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.7448192,,
310.771,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.7692032,,
310.798,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.7966352,,
310.823,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.8210192,,
310.85,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.8484512,,
310.896,18.053304,106.66,,4.04033748602757,0.32,119,24.35,1.65,45,,3585.27379244755,0,,1.29,2773.44,1993.92791688,20.6502,119.44,1.35,0,0,18.626328,3,0,0,,619.907628228767,0,0.4114,45,1.18628156274667,,95.3995472584,,Drilling,0.1678291769,,310.8941712,1.35,
310.902,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.9002672,,
310.926,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.9246512,,
310.954,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.9520832,,
310.981,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,310.9795152,,
311.006,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.0038992,,
311.033,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.0313312,,
311.048,18.254472,,0,2.15575053784693,,119,21.92,1.67,45,,3612.85282162022,,,1.29,,1993.92791688,,119.78,1.35,,,18.662904,3,0,0,,621.424474833264,,0.3555,45,1.19347114797544,0.03,95.4176909532,65,Drilling,0.0272155422,0,311.0465712,1.41,
311.058,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.0557152,,
311.085,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.0831472,,
311.109,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.1075312,,
311.137,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.1349632,,
311.161,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.1593472,,
311.189,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.1867792,,
311.201,18.4404,106.55,,0.366070846049478,0.32,,24.35,1.67,45,,3605.95806432705,0,,1.29,2773.44,1993.92791688,20.6502,120,1.35,0,0,18.650712,3,0,,,621.217632114469,0,0.3379,45,1.19107461956585,,95.4585142665,,Drilling,-0.0408233133,,311.1989712,1.41,
311.213,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.2111632,,
311.24,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.2385952,,
311.265,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.2629792,,
311.292,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.2904112,,
311.317,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.3147952,,
311.344,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.3422272,,
311.353,18.647664,,0,1.96593602508053,,119,26.91,1.67,45,,3612.85282162022,,,1.29,,1993.92791688,22.6822,119.98,1.35,,,18.681192,3,0,0,,619.149204926519,,0.3576,45,1.19347114797544,0.02,95.4312987243,70.6,Drilling,0.0771107029,0,311.3513712,1.41,
311.368,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.3666112,,
311.42,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.4184272,,
311.472,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.4702432,,
311.5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.4976752,,
311.506,18.662904,106.55,0,3.49801030669501,0.32,,25.61,,45,,3612.85282162022,0,,1.29,2773.44,1993.92791688,22.6822,119,1.35,0,0,18.678144,3,0,,,619.838680655836,0,0.4114,45,1.19227288377064,,95.4312987243,63.8,Drilling,-0.0317514659,0,311.5037712,1.41,
311.524,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.5220592,,
311.551,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.5494912,,
311.576,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.5738752,,
311.603,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.6013072,,
311.628,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.6256912,,
311.658,18.672048,,,3.72849935791135,,118,29.6,1.61,45,,3626.64233620656,0,,1.29,2773.44,1993.92791688,21.5138,119,1.35,,,18.659856,3,0,0,,615.563931134071,,0.4023,45,1.19706594058982,0.01,95.4086191058,,Drilling,0.136077711,,311.6561712,1.41,
311.679,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.6775072,,
311.707,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.7049392,,
311.731,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.7293232,,
311.759,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.7567552,,
311.783,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.7811392,,
311.81,18.669,106.57,0,1.30158523039814,0.32,,28.24,1.61,45,,3626.64233620656,,,1.29,,1993.92791688,21.5138,120.25,1.29,0,0,18.696432,3,0,,,619.218152499451,0,0.3576,45,1.19586767638503,0.01,95.4721220376,72.4,Drilling,0.0498951607,0,311.8085712,1.41,
311.835,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.8329552,,
311.862,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.8603872,,
311.887,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.8847712,,
311.938,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.9365872,,
311.963,18.672048,,,1.57274882006442,0.32,119,29.6,1.54,45,,3640.43185079289,0,,1.29,2773.44,1993.92791688,23.0378,120,1.41,,0,18.659856,3,0,0,,620.597103958084,0,0.3956,45,1.19946246899941,,95.3950113347,,Drilling,0.1496854821,,311.9609712,1.48,
311.966,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.9640192,,
311.99,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,311.9884032,,
312.018,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.0158352,,
312.042,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.0402192,,
312.069,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.0676512,,
312.094,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.0920352,,
312.115,18.665952,106.73,0,3.00991584529571,,119,32.42,1.47,45,,3633.53709349973,,,1.29,,1993.92791688,,119.52,1.35,0,,18.681192,3,0,0,,621.079736968606,,0.4184,45,1.19706594058982,-0.01,95.4449064954,68,Drilling,0.2086524902,0,312.1133712,1.48,
312.121,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.1194672,,
312.146,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.1438512,,
312.173,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.1712832,,
312.197,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.1956672,,
312.225,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.2230992,,
312.249,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.2474832,,
312.268,18.665952,,,3.6742666399781,0.32,,25.61,1.47,45,,3647.32660808606,0,,1.35,2773.44,1993.92791688,21.0058,119,1.48,,0,18.659856,3,0,,,617.287620457363,0,0.4114,45,1.20066073320421,,95.4040831821,,Drilling,0.0544310844,0,312.2657712,1.55,
312.277,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.2749152,,
312.301,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.2992992,,
312.329,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.3267312,,
312.353,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.3511152,,
312.38,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.3785472,,
312.405,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.4029312,,
312.42,18.672048,106.88,0,2.16930871733024,,119,24.35,1.46,45,,3654.22136537923,0,,1.29,,1993.92791688,,119.31,1.48,0,,18.644616,3,0,0,,619.838680655836,,0.4068,45,1.2030572616138,-0.01,95.4131550295,61.6,Drilling,0.045359237,,312.4181712,1.69,
312.432,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.4303632,,
312.457,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.4547472,,
312.484,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.4821792,,
312.508,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.5065632,,
312.536,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.5339952,,
312.56,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.5583792,,
312.572,18.665952,,0,0.13558179483314,0.32,,25.61,1.46,46.73,,3661.1161226724,,,1.35,2890.63,2022.09138216,21.1582,119.61,1.55,,0,18.662904,3,0,,,645.83191565108,0,,45.86,1.20425552581859,,95.345116174,68.6,Drilling,0.3220505827,0,312.5705712,1.62,
312.588,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.5858112,,
312.612,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.6101952,,
312.639,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.6376272,,
312.664,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.6620112,,
312.691,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.6894432,,
312.716,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.7138272,,
312.725,18.665952,107.05,,2.37268140957995,,118,26.91,1.47,47,,3661.1161226724,0,,1.35,2890.63,2060.3997516,,119.12,1.48,0,,18.632424,3,0,0,,656.932474893081,,0.4402,46,1.20425552581859,-0.01,95.3496520977,63.8,Drilling,0.1995806428,,312.7229712,1.69,
312.743,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.7412592,,
312.767,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.7656432,,
312.795,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.7930752,,
312.819,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.8174592,,
312.847,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.8448912,,
312.871,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.8692752,,
312.877,18.665952,,0,3.21328853754542,0.32,119,24.35,1.44,47,,3661.1161226724,,,1.29,,2060.3997516,21.1582,119.76,1.48,,24,18.687288,3,0,0,,658.380373924647,0,,46,1.2030572616138,,95.345116174,,Drilling,0.2449398798,0,312.8753712,1.55,
312.899,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.8967072,,
312.95,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.9485232,,
312.978,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,312.9759552,,
313.002,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.0003392,,
313.027,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.0247232,,
313.03,18.669,107.43,0,3.82340661429455,0.32,,23.12,1.41,47,,3668.01087996557,0,,1.29,2890.63,2060.3997516,21.1582,119.8,1.35,0,0,18.690336,3,0,,,655.346680715653,0,0.4184,46,1.20425552581859,-0.02,95.345116174,63.2,Drilling,0.2449398798,,313.0277712,1.55,
313.054,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.0521552,,
313.081,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.0795872,,
313.106,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.1039712,,
313.13,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.1283552,,
313.158,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.1557872,,
313.182,18.669,106.53,0,1.13888707659838,,119,24.35,,47,,3668.01087996557,,,1.29,,2060.3997516,21.1582,119.1,1.35,0,,18.669,3,0,0,,658.656164216374,,,46,1.20425552581859,,95.3315084029,63.2,Drilling,0.0589670081,0,313.1801712,1.48,
313.185,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.1832192,,
313.209,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.2076032,,
313.261,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.2594192,,
313.289,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.2868512,,
313.313,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.3112352,,
313.334,18.662904,,,1.80323787128076,0.32,,21.92,1.35,47,,3668.01087996557,0,,1.29,2890.63,2060.3997516,21.1582,119.49,1.41,,16,18.669,3,0,,,660.793538977256,0,0.5232,46,1.2030572616138,-0.04,95.2589336237,,Drilling,0.1224699399,0,313.3325712,1.48,
313.34,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.3386672,,
313.365,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.3630512,,
313.392,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.3904832,,
313.417,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.4148672,,
313.444,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.4422992,,
313.469,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.4666832,,
313.487,18.669,115.93,0,3.41666122979513,,118,21.92,,47,,3674.90563725874,,,1.35,,2060.3997516,21.1582,119.88,1.41,0,,18.662904,3,0,0,,657.553003049467,,0.4161,46,1.20545379002338,,95.3269724792,62.6,Drilling,0.0725747792,,313.4849712,1.48,
313.496,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.4941152,,
313.548,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.5459312,,
313.572,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.5703152,,
313.6,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.5977472,,
313.624,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.6221312,,
313.639,18.662904,,0,4.2572683577606,0.32,,21.92,1.31,47,,3674.90563725874,0,,1.29,2890.63,2060.3997516,21.1582,119.19,1.41,,0,18.687288,3,0,,,661.620909852436,0,0.4161,46,1.20425552581859,-0.05,95.2634695474,69.4,Drilling,0.2086524902,0,313.6373712,1.41,
313.651,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.6495632,,
313.676,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.6739472,,
313.703,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.7013792,,
313.728,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.7257632,,
313.779,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.7775792,,
313.792,18.672048,134.5,,2.73875225562943,0.32,119,18.51,,47,,3681.8003945519,,,1.29,2890.63,2060.3997516,,119.71,1.41,0.24,0,18.672048,3,0,0,,658.9319545081,0,0.5119,46,1.20665205422818,,95.3315084029,,Drilling,0.3356583538,,313.7897712,1.48,
313.807,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.8050112,,
313.831,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.8293952,,
313.859,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.8568272,,
313.883,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.8812112,,
313.91,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.9086432,,
313.935,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.9330272,,
313.944,18.662904,,0,0.81349076899884,,119,20.75,1.29,47,,3695.58990913824,0,,1.29,,2060.3997516,21.1582,119,1.41,,,18.63852,3,0,0,,657.621950622398,,0.4328,46,1.21024684684256,-0.07,95.2589336237,75.2,Drilling,0.2086524902,0,313.9421712,1.48,
313.959,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.9574112,,
313.987,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,313.9848432,,
314.038,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.0366592,,
314.063,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.0610432,,
314.087,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.0854272,,
314.096,18.635472,134.5,0,2.77942679407937,0.32,,28.24,1.29,47,,3688.69515184507,,,1.29,2890.63,2060.3997516,,119,1.41,0.24,0,18.495264,3,0,,,659.138797226895,0,0.5411,46,1.20785031843297,-0.08,95.2589336237,79.4,Drilling,0.2540117272,,314.0945712,1.48,
314.115,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.1128592,,
314.139,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.1372432,,
314.167,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.1646752,,
314.191,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.1890592,,
314.218,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.2164912,,
314.246,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.2439232,,
314.249,18.614136,134.5,,3.86408115274449,,119,26.91,1.29,47,,3702.48466643141,0,,1.29,,2060.3997516,21.1582,119.98,1.48,0.24,,18.39468,3,0,0,,658.587216643442,,0.5411,46,1.21144511104736,,95.2407899289,,Drilling,0.1270058636,0,314.2469712,1.48,
314.27,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.2683072,,
314.295,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.2926912,,
314.322,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.3201232,,
314.346,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.3445072,,
314.371,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.3688912,,
314.398,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.3963232,,
314.401,18.571464,,0,3.51156848617833,0.32,,17.43,1.29,47,,3709.37942372458,0,,1.29,2890.63,2060.3997516,,119.82,1.48,,0,18.361152,3,0,,,661.069329268982,0,0.5411,46,1.21264337525215,-0.08,95.2725413948,73,Drilling,0.1859728717,0,314.3993712,1.55,
314.423,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.4207072,,
314.447,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.4450912,,
314.474,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.4725232,,
314.499,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.4969072,,
314.523,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.5212912,,
314.554,18.544032,134.5,0,1.81679605076408,,119,20.75,1.29,47,,3709.37942372458,,,1.29,2890.63,2060.3997516,21.1582,119.5,1.48,0.24,,18.342864,3,0,0,,657.966688487057,,0.5743,46,1.21264337525215,,95.2725413948,82.8,Drilling,0.1632932532,,314.5517712,1.55,
314.575,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.5731072,,
314.602,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.6005392,,
314.627,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.6249232,,
314.651,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.6493072,,
314.679,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.6767392,,
314.703,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.7011232,,
314.706,18.510504,,,2.6167286402796,0.32,119,16.39,1.28,47,,3702.48466643141,0,,1.35,,2060.3997516,,119.45,1.48,,0,18.361152,3,0,0,,660.310905966734,0,0.3956,46,1.20904858263777,-0.08,95.2498617763,,Drilling,0.2857631931,0,314.7041712,1.55,
314.73,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.7285552,,
314.779,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.7773232,,
314.807,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.8047552,,
314.831,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.8291392,,
314.855,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,314.8535232,,
