Depth,MWIN,HKLD_AVG,ONBOTTOM_TIME,MWINANN,WOB_MAX,SURF_REVS,WOB_MIN,BIT_RPM_MIN,STRATESUM,TBR,MROUT,FLOWIN,FLOWOUT,BIT_RPM_MAX,TORQUE_AVG,ROT_TIME,MRIN,FLOWOUTPC,PUMP_MAX,MUDRETDEPTH,MOTOR_RPM,TOTGAS_MAX,TORQUE_MAX,TOTGAS_AVG,HKLD_MAX,WOB_AVG,MWOUT,ECDBIT,TORQUE_MIN,MTIN,RigActivityCode,BIT_DIST,EditFlag,PIT_DRILL,MTOUT,PUMP_AVG,HKLD_MIN,BIT_RPM_AVG,PUMP_MIN,BITVELOCITY,Time
2592,0,1245382.4,0,0,166005.57,3258.37,1392.347,0,0.36666667,0,0,0.0081216667,0.020748737,0,6.462202,11217,0,0,2469523.7,0,0,0,6.462202,0,1250414,160278.14,0,0,6.462202,0,12,3231,0,54.168137,0,2463890.5,1235029,0,2457291.9,0.096207816,2013-10-25T17:22:27.000Z
2592.3,0,1251361.7,0,0,150620.57,3258.37,-1069.002,0,0.36666667,0,0,0.0081216667,0.020657359,0,6.462202,11217,0,0,2475616.8,0,0,0,6.462202,0,1254260,151168.99,0,0,6.462202,0,12,3231,0,54.151473,0,2467523.3,1250414,0,2460843.3,0.09507596,2013-10-25T17:22:33.000Z
2592.6,0,1253061.8,0,0,150620.57,3258.37,-1069.002,0,0.36666667,0,0,0.0081216667,0.020654415,0,6.462202,11217,0,0,2475616.8,0,0,0,6.462202,0,1261952,144474.45,0,0,6.462202,0,12,3231,0,54.151924,0,2461211.7,1242722,0,2445089.2,0.096207816,2013-10-25T17:22:39.000Z
2592.9,0,1255280.2,0,0,158312.57,3258.37,1535.455,0,0.36666667,0,0,0.0081216667,0.020655664,0,6.462202,11217,0,0,2465186.6,0,0,0,6.462202,0,1261952,150634.32,0,0,6.462202,0,12,3231,0,54.160646,0,2453955.4,1242722,0,2443499,0.096207816,2013-10-25T17:22:45.000Z
2593.2,0,1238264.4,0,0,154466.57,3258.37,1535.455,0,0.36666667,0,0,0.0081216667,0.02065039,0,6.462202,11217,0,0,2467299.2,0,0,0,6.462202,0,1261952,149387.71,0,0,6.462202,0,12,3231,0,54.164466,0,2457561,1219645,0,2441562.7,0.09507596,2013-10-25T17:22:51.000Z
2593.5,0,1226518,0,0,181389.57,3258.37,56503,0,0.36666667,0,0,0.0081216667,0.020653425,0,6.462202,11217,0,0,2464247.5,0,0,0,6.462202,0,1231183,177709.23,0,0,6.462202,0,12,3231,0,54.169291,0,2459170.4,1219645,0,2453203.6,0.096207816,2013-10-25T17:22:57.000Z
2593.8,0,1236114.6,0,0,177543.57,3258.37,2180.437,0,0.36666667,0,0,0.0081216667,0.020755906,0,6.462202,11217,0,0,2472345.3,0,0,0,6.462202,0,1242722,167777.88,0,0,6.462202,0,12,3231,0,54.164215,0,2460403.6,1231183,0,2446685.5,0.09507596,2013-10-25T17:23:05.000Z
2594.1,0,1232603.4,0,0,169851.57,3258.37,2450.549,0,0.36666667,0,0,0.0081216667,0.020851334,0,6.462202,11217,0,0,2464135.5,0,0,0,6.462202,0,1242722,166072.46,0,0,6.462202,0,12,3231,0,54.165914,0,2462485.4,1231183,0,2461208.2,0.096207816,2013-10-25T17:23:11.000Z
2594.4,0,1239825.4,0,0,169851.57,3258.37,1954.208,0,0.36666667,0,0,0.0081216667,0.020803368,0,6.462202,11217,0,0,2463654.5,0,0,0,6.462202,0,1242722,163542.28,0,0,6.462202,0,12,3231,0,54.199962,0,2456526.3,1235029,0,2443169.4,0.09507596,2013-10-25T17:23:17.000Z
2594.7,0,1249083.6,0,0,158312.57,3258.37,3074.018,0,0.36666667,0,0,0.0081216667,0.020947072,0,6.462202,11217,0,0,2469888.6,0,0,0,6.462202,0,1254260,156487.87,0,0,6.462202,0,12,3231,0,54.206672,0,2459188.8,1242722,0,2458848.9,0.09507596,2013-10-25T17:23:23.000Z
2595,0,1249177.6,0,0,158312.57,3258.37,2083.911,0,0.36666667,0,0,0.0081216667,0.020943507,0,6.462202,11217,0,0,2469888.6,0,0,0,6.462202,0,1258106,156975.57,0,0,6.462202,0,12,3231,0,54.208621,0,2454081.7,1242722,0,2448816.8,0.09507596,2013-10-25T17:23:29.000Z
2595.3,0,1242966.2,0,0,166005.57,3258.37,2201.86,0,0.36666667,0,0,0.0081216667,0.020883006,0,6.462202,11217,0,0,2478952.6,0,0,0,6.462202,0,1258106,150861.88,0,0,6.462202,0,12,3231,0,54.215235,0,2456313.9,1235029,0,2438399,0.09507596,2013-10-25T17:23:35.000Z
2595.6,0,1241429.9,0,0,166005.57,3258.37,1600.571,0,0.36666667,0,0,0.0081216667,0.021229648,0,6.462202,11217,0,0,2460252.4,0,0,0,6.462202,0,1246568,162750.78,0,0,6.462202,0,12,3231,0,54.228711,0,2452619.8,1235029,0,2440575.9,0.09507596,2013-10-25T17:23:41.000Z
2595.9,0,1252954.4,0,0,162158.57,3258.37,3359.126,0,0.36666667,0,0,0.0081216667,0.021153499,0,6.462202,11217,0,0,2463884.7,0,0,0,6.462202,0,1250414,148423.88,0,0,6.462202,0,12,3231,0,54.230292,0,2458307.2,1246568,0,2440575.9,0.09507596,2013-10-25T17:23:49.000Z
2596.2,0,1245769.8,0,0,158312.57,3258.37,3359.126,0,0.36666667,0,0,0.0081216667,0.020847383,0,6.462202,11217,0,0,2457070.1,0,0,0,6.462202,0,1250414,154195.98,0,0,6.462202,0,12,3231,0,54.236262,0,2450957.6,1242722,0,2446685.5,0.09507596,2013-10-25T17:23:55.000Z
2596.5,0,1236800.1,0,0,166005.57,3258.37,1853.216,0,0.36666667,0,0,0.0081216667,0.021038001,0,6.462202,11217,0,0,2469293.6,0,0,0,6.462202,0,1246568,161634.48,0,0,6.462202,0,12,3231,0,54.243535,0,2454361.9,1235029,0,2433112.4,0.09507596,2013-10-25T17:24:01.000Z
2596.8,0,1246197.6,0,0,166005.57,3258.37,1853.216,0,0.36666667,0,0,0.0081216667,0.020987868,0,6.462202,11217,0,0,2454302.4,0,0,0,6.462202,0,1250414,154738.39,0,0,6.462202,0,12,3231,0,54.245706,0,2448799.7,1238876,0,2443229.5,0.09507596,2013-10-25T17:24:07.000Z
2597.1,0,1236896.9,0,0,166005.57,3258.37,3570.484,0,0.36666667,0,0,0.0081216667,0.020998978,0,6.462202,11217,0,0,2462607.6,0,0,0,6.462202,0,1238876,162898.34,0,0,6.462202,0,12,3231,0,54.251857,0,2453192.7,1235029,0,2443229.5,0.09507596,2013-10-25T17:24:13.000Z
2597.4,0,1237567.2,0,0,166005.57,3258.37,5605.126,0,0.36666667,0,0,0.0081216667,0.020901981,0,6.462202,11217,0,0,2457101.2,0,0,0,6.462202,0,1238876,164654.03,0,0,6.462202,0,12,3231,0,54.260825,0,2447761.4,1235029,0,2429872,0.09507596,2013-10-25T17:24:19.000Z
2597.7,0,1235101.2,0,0,162158.57,3258.37,5780.811,0,0.36666667,0,0,0.0081216667,0.020913613,0,6.462202,11217,0,0,2457101.2,0,0,0,6.462202,0,1238876,162300.28,0,0,6.462202,0,12,3231,0,54.274337,0,2442462.9,1227337,0,2435855.2,0.09507596,2013-10-25T17:24:25.000Z
2598,0,1228841.7,0,0,173697.57,3258.37,6116.531,0,0.36666667,0,0,0.0081216667,0.020767249,0,6.462202,11217,0,0,2461888.2,0,0,0,6.462202,0,1231183,174453.62,0,0,6.462202,0,12,3231,0,54.273192,0,2450370.1,1227337,0,2434039.1,0.096207816,2013-10-25T17:24:33.000Z
2598.3,0,1239756.9,0,0,169851.57,3258.37,8729.123,0,0.36666667,0,0,0.0081216667,0.020731628,0,6.462202,11217,0,0,2461888.2,0,0,0,6.462202,0,1246568,160535.41,0,0,6.462202,0,12,3231,0,54.269935,0,2441614.8,1227337,0,2430796.6,0.09507596,2013-10-25T17:24:39.000Z
2598.6,0,1236442.3,0,0,173697.57,3258.37,9241.89,0,0.36666667,0,0,0.0081216667,0.020716083,0,6.462202,11217,0,0,2457196.6,0,0,0,6.462202,0,1242722,168264.58,0,0,6.462202,0,12,3231,0,54.270768,0,2443907,1227337,0,2433750.9,0.09507596,2013-10-25T17:24:45.000Z
2598.9,0,1226449.2,0,0,162158.57,3258.37,9241.89,0,0.36666667,0,0,0.0081216667,0.020764998,0,6.462202,11217,0,0,2448675.8,0,0,0,6.462202,0,1238876,114123.14,0,0,6.462202,0,12,3231,0,54.277023,0,2447579.4,1219645,0,2447017.2,0.096207816,2013-10-25T17:24:51.000Z
2599.2,0,1239258.3,0,0,181389.57,3258.37,8237.695,0,0.36666667,0,0,0.0081216667,0.020661935,0,6.462202,11217,0,0,2445487.2,0,0,0,6.462202,0,1246568,160301.75,0,0,6.462202,0,12,3231,0,54.28963,0,2442578.7,1219645,0,2437287.8,0.09507596,2013-10-25T17:24:57.000Z
2599.5,0,1231489.6,0,0,173697.57,3258.37,9659.334,0,0.36666667,0,0,0.0081216667,0.020857015,0,6.462202,11217,0,0,2448879,0,0,0,6.462202,0,1238876,173189.58,0,0,6.462202,0,12,3231,0,54.286925,0,2437541.6,1227337,0,2417464,0.096207816,2013-10-25T17:25:03.000Z
2599.8,0,1228879.1,0,0,177543.57,3258.37,9659.334,0,0.36666667,0,0,0.0081216667,0.020739074,0,6.462202,11217,0,0,2441367.8,0,0,0,6.462202,0,1238876,167428.61,0,0,6.462202,0,12,3231,0,54.288836,0,2435760.6,1223491,0,2426519.7,0.09507596,2013-10-25T17:25:09.000Z
2600.1,0,1242935.9,0,0,177543.57,3258.37,8164.313,0,0.36666667,0,0,0.0081216667,0.02086719,0,6.462202,11217,0,0,2436133,0,0,0,6.462202,0,1246568,159435.29,0,0,6.462202,0,12,3231,0,54.328638,0,2432342.3,1223491,0,2428026.9,0.09507596,2013-10-25T17:25:17.000Z
2600.4,0,1236581,0,0,177543.57,3258.37,7692.037,0,0.36666667,0,0,0.0081216667,0.020689754,0,6.462202,11217,0,0,2449210.7,0,0,0,6.462202,0,1242722,170784.94,0,0,6.462202,0,12,3231,0,54.333808,0,2435955,1223491,0,2427255.6,0.091114461,2013-10-25T17:25:23.000Z
2600.7,0,1250224.4,0,0,162158.57,3258.37,6279.659,0,0.36666667,0,0,0.0081216667,0.02063651,0,6.462202,11217,0,0,2432650.1,0,0,0,6.462202,0,1277337,151092.7,0,0,6.462202,0,12,3231,0,54.332614,0,2426215.6,1238876,0,2412867.7,0.086587035,2013-10-25T17:25:29.000Z
2601,0,1235061,0,0,166005.57,3258.37,5966.642,0,0.36666667,0,0,0.0081216667,0.020614512,0,6.462202,11217,0,0,2439839.9,0,0,0,6.462202,0,1238876,164842.42,0,0,6.462202,0,12,3231,0,54.341783,0,2436558.5,1235029,0,2428636.4,0.087152963,2013-10-25T17:25:37.000Z
2601.3,0,1235033.8,0,0,166005.57,3258.37,5966.642,0,0.36666667,0,0,0.0081216667,0.020793014,0,6.462202,11217,0,0,2437337.5,0,0,0,6.462202,0,1235029,165829.81,0,0,6.462202,0,12,3231,0,54.350786,0,2430048.2,1235029,0,2418994,0.083757393,2013-10-25T17:25:43.000Z
2601.6,0,1232997.4,0,0,177543.57,3258.37,7917.619,0,0.36666667,0,0,0.0081216667,0.020642342,0,6.462202,11217,0,0,2436456.4,0,0,0,6.462202,0,1238876,169286.95,0,0,6.462202,0,12,3231,0,54.367742,0,2425210.4,1223491,0,2412094.4,0.082625536,2013-10-25T17:25:51.000Z
2601.9,0,1245084.3,0,0,166005.57,3258.37,6824.465,0,0.36666667,0,0,0.0081216667,0.020600101,0,6.462202,11217,0,0,2434928.5,0,0,0,6.462202,0,1250414,158709.35,0,0,6.462202,0,12,3231,0,54.383129,0,2427854.7,1238876,0,2420227.6,0.079229966,2013-10-25T17:25:59.000Z
2602.2,0,1238877.2,0,0,162158.57,3258.37,6647.204,0,0.36666667,0,0,0.0081216667,0.020808364,0,6.462202,11217,0,0,2426687.6,0,0,0,6.462202,0,1250414,159110.72,0,0,6.462202,0,12,3231,0,54.392553,0,2417096.1,1238876,0,2406434.7,0.075834396,2013-10-25T17:26:07.000Z
2602.5,0,1237206.9,0,0,166005.57,3258.37,6644.744,0,0.36666667,0,0,0.0081216667,0.020694543,0,6.462202,11217,0,0,2429843,0,0,0,6.462202,0,1238876,163857.26,0,0,6.462202,0,12,3231,0,54.420111,0,2419642.9,1235029,0,2414710.8,0.07130697,2013-10-25T17:26:15.000Z
2602.8,0,1245818.4,0,0,162158.57,3258.37,6644.744,0,0.36666667,0,0,0.0081216667,0.020753193,0,6.462202,11217,0,0,2446820.3,0,0,0,6.462202,0,1258106,150283.95,0,0,6.462202,0,12,3231,0,54.439692,0,2435941.1,1223491,0,2429241.8,0.08828482,2013-10-25T17:26:21.000Z
2603.1,0,1246583.8,0,0,177543.57,3258.37,6662.765,0,0.36666667,0,0,0.0081216667,0.020693717,0,6.462202,11217,0,0,2437708.6,0,0,0,6.462202,0,1250414,158721.23,0,0,6.462202,0,12,3231,0,54.458062,0,2429601.2,1223491,0,2413008.7,0.092812246,2013-10-25T17:26:27.000Z
2603.4,0,1228715.4,0,0,173697.57,3258.37,6662.765,0,0.36666667,0,0,0.0081216667,0.020592804,0,6.462202,11217,0,0,2439922.8,0,0,0,6.462202,0,1238876,169023.3,0,0,6.462202,0,12,3231,0,54.485758,0,2436734.2,1227337,0,2430021.3,0.092812246,2013-10-25T17:26:35.000Z
2603.7,0,1228648.7,0,0,173697.57,3258.37,7071.612,0,0.36666667,0,0,0.0081216667,0.020549251,0,6.462202,11217,0,0,2422224,0,0,0,6.462202,0,1231183,172198.75,0,0,6.462202,0,12,3231,0,54.47887,0,2420838.7,1227337,0,2418842.7,0.093944103,2013-10-25T17:26:41.000Z
2604,0,1240568.8,0,0,173697.57,3258.37,9429.629,0,0.36666667,0,0,0.0081216667,0.020641141,0,6.462202,11217,0,0,2442433.4,0,0,0,6.462202,0,1246568,165385.5,0,0,6.462202,0,12,3231,0,54.478777,0,2424684,1231183,0,2416545.6,0.092812246,2013-10-25T17:26:47.000Z
2604.3,0,1247388.2,0,0,158312.57,3258.37,8266.951,0,0.36666667,0,0,0.0081216667,0.020647511,0,6.462202,11217,0,0,2430479.4,0,0,0,6.462202,0,1250414,155014.06,0,0,6.462202,0,12,3231,0,54.494739,0,2416633.1,1242722,0,2410255.5,0.093944103,2013-10-25T17:26:53.000Z
2604.6,0,1246630,0,0,154466.57,3258.37,7304.273,0,0.36666667,0,0,0.0081216667,0.020545837,0,6.462202,11217,0,0,2440712.7,0,0,0,6.462202,0,1250414,153347.16,0,0,6.462202,0,12,3231,0,54.492517,0,2429614.4,1246568,0,2418073.5,0.092812246,2013-10-25T17:26:59.000Z
2604.9,0,1241763.7,0,0,166005.57,3258.37,4868.111,0,0.36666667,0,0,0.0081216667,0.02068537,0,6.462202,11217,0,0,2452187.8,0,0,0,6.462202,0,1250414,160763.31,0,0,6.462202,0,12,3231,0,54.497174,0,2428177.5,1235029,0,2417615.3,0.092812246,2013-10-25T17:27:07.000Z
2605.2,0,1231928.9,0,0,177543.57,3258.37,4868.111,0,0.36666667,0,0,0.0081216667,0.020481672,0,6.462202,11217,0,0,2443754,0,0,0,6.462202,0,1250414,164764.4,0,0,6.462202,0,12,3231,0,54.507723,0,2433312.2,1223491,0,2413952,0.093944103,2013-10-25T17:27:13.000Z
2605.5,0,1239595.6,0,0,166005.57,3258.37,7735.872,0,0.36666667,0,0,0.0081216667,0.020636394,0,6.462202,11217,0,0,2433253.4,0,0,0,6.462202,0,1242722,161562.63,0,0,6.462202,0,12,3231,0,54.512109,0,2423923.8,1235029,0,2421129.4,0.087152963,2013-10-25T17:27:19.000Z
2605.8,0,1240998.1,0,0,169851.57,3258.37,6181.308,0,0.36666667,0,0,0.0081216667,0.020605092,0,6.462202,11217,0,0,2439703,0,0,0,6.462202,0,1246568,162348.81,0,0,6.462202,0,12,3231,0,54.524266,0,2426547.6,1231183,0,2417615.3,0.08149368,2013-10-25T17:27:27.000Z
2606.1,0,1237707.5,0,0,169851.57,3258.37,6181.308,0,0.36666667,0,0,0.0081216667,0.020629914,0,6.462202,11217,0,0,2440165.4,0,0,0,6.462202,0,1246568,160265.34,0,0,6.462202,0,12,3231,0,54.55666,0,2427124.7,1231183,0,2413153.8,0.07809811,2013-10-25T17:27:35.000Z
2606.4,0,1233165.7,0,0,169851.57,3258.37,10794.53,0,0.36666667,0,0,0.0081216667,0.020574848,0,6.462202,11217,0,0,2434219.5,0,0,0,6.462202,0,1238876,164153.33,0,0,6.462202,0,12,3231,0,54.555469,0,2418411.2,1219645,0,2410100,0.076966253,2013-10-25T17:27:43.000Z
2606.7,0,1224667.2,0,0,181389.57,3258.37,8869.44,0,0.36666667,0,0,0.0081216667,0.020500595,0,6.462202,11217,0,0,2434219.5,0,0,0,6.462202,0,1238876,176468.72,0,0,6.462202,0,12,3231,0,54.552267,0,2416886.9,1219645,0,2409160.9,0.076966253,2013-10-25T17:27:51.000Z
2607,0,1231304.7,0,0,177543.57,3258.37,8918.762,0,0.36666667,0,0,0.0081216667,0.020453347,0,6.462202,11217,0,0,2429144.3,0,0,0,6.462202,0,1238876,168712.03,0,0,6.462202,0,12,3231,0,54.577074,0,2420657.5,1227337,0,2415324.5,0.075834396,2013-10-25T17:27:59.000Z
2607.3,0,1237928.8,0,0,173697.57,3258.37,7884.924,0,0.36666667,0,0,0.0081216667,0.020390423,0,6.462202,11217,0,0,2437103.3,0,0,0,6.462202,0,1242722,163923.07,0,0,6.462202,0,12,3231,0,54.585054,0,2425958.3,1227337,0,2416228.4,0.075834396,2013-10-25T17:28:07.000Z
2607.6,0,1233850,0,0,173697.57,3258.37,9853.054,0,0.36666667,0,0,0.0081216667,0.020374839,0,6.462202,11217,0,0,2437103.3,0,0,0,6.462202,0,1238876,164091.04,0,0,6.462202,0,12,3231,0,54.621112,0,2420542.2,1227337,0,2413153.8,0.07809811,2013-10-25T17:28:15.000Z
2607.9,0,1232920.3,0,0,173697.57,3258.37,9564.434,0,0.36666667,0,0,0.0081216667,0.020415771,0,6.462202,11217,0,0,2430655.7,0,0,0,6.462202,0,1242722,167820.33,0,0,6.462202,0,12,3231,0,54.623323,0,2425666,1227337,0,2418994,0.080361823,2013-10-25T17:28:21.000Z
2608.2,0,1238308.3,0,0,173697.57,3258.37,8258.328,0,0.36666667,0,0,0.0081216667,0.020506844,0,6.462202,11217,0,0,2426795.4,0,0,0,6.462202,0,1246568,168045.02,0,0,6.462202,0,12,3231,0,54.626338,0,2421295.8,1227337,0,2407647.5,0.080361823,2013-10-25T17:28:29.000Z
2608.5,0,1237607.4,0,0,169851.57,3258.37,8491.56,0,0.36666667,0,0,0.0081216667,0.020474888,0,6.462202,11217,0,0,2435531.8,0,0,0,6.462202,0,1246568,161093.85,0,0,6.462202,0,12,3231,0,54.630742,0,2424562.4,1231183,0,2413178.7,0.080361823,2013-10-25T17:28:37.000Z
2608.8,0,1236531.9,0,0,166005.57,3258.37,9871.47,0,0.36666667,0,0,0.0081216667,0.020429676,0,6.462202,11217,0,0,2434928.5,0,0,0,6.462202,0,1238876,165078.06,0,0,6.462202,0,12,3231,0,54.644311,0,2423496.7,1235029,0,2404572.9,0.080361823,2013-10-25T17:28:43.000Z
2609.1,0,1230433.8,0,0,173697.57,3258.37,9829.717,0,0.36666667,0,0,0.0081216667,0.020516577,0,6.462202,11217,0,0,2433112.4,0,0,0,6.462202,0,1238876,167270.66,0,0,6.462202,0,12,3231,0,54.672955,0,2422084.8,1227337,0,2418689.2,0.082625536,2013-10-25T17:28:51.000Z
2609.4,0,1237812,0,0,173697.57,3258.37,9829.717,0,0.36666667,0,0,0.0081216667,0.020378923,0,6.462202,11217,0,0,2429266.6,0,0,0,6.462202,0,1242722,164749.91,0,0,6.462202,0,12,3231,0,54.709279,0,2425314.6,1227337,0,2415618.9,0.08488925,2013-10-25T17:28:59.000Z
2609.7,0,1233115.5,0,0,173697.57,3258.37,11391.19,0,0.36666667,0,0,0.0081216667,0.020342715,0,6.462202,11217,0,0,2439188.9,0,0,0,6.462202,0,1235029,169296.84,0,0,6.462202,0,12,3231,0,54.711281,0,2433192.1,1227337,0,2427738.7,0.08828482,2013-10-25T17:29:05.000Z
2610,0,1235936.4,0,0,169851.57,3258.37,9838.288,0,0.36666667,0,0,0.0081216667,0.020351628,0,6.462202,11217,0,0,2439188.9,0,0,0,6.462202,0,1246568,167353.3,0,0,6.462202,0,12,3231,0,54.697026,0,2430425.8,1231183,0,2415618.9,0.093944103,2013-10-25T17:29:11.000Z
2610.3,0,1242464.7,0,0,169851.57,3258.37,9838.288,0,0.36666667,0,0,0.0081216667,0.020407866,0,6.462202,11217,0,0,2434142.8,0,0,0,6.462202,0,1246568,156188.64,0,0,6.462202,0,12,3231,0,54.708918,0,2426840.7,1238876,0,2415618.9,0.09507596,2013-10-25T17:29:17.000Z
2610.6,0,1231611.1,0,0,173697.57,3258.37,11272.9,0,0.36666667,0,0,0.0081216667,0.020356474,0,6.462202,11217,0,0,2445686.3,0,0,0,6.462202,0,1238876,165632.65,0,0,6.462202,0,12,3231,0,54.714918,0,2425928.1,1227337,0,2418073.5,0.096207816,2013-10-25T17:29:23.000Z
2610.9,0,1223844.2,0,0,181389.57,3258.37,11272.9,0,0.36666667,0,0,0.0081216667,0.020347089,0,6.462202,11217,0,0,2439978.8,0,0,0,6.462202,0,1235029,180396.65,0,0,6.462202,0,12,3231,0,54.714721,0,2427771,1219645,0,2419454.3,0.093930189,2013-10-25T17:29:31.000Z
2611.2,0,1229249.4,0,0,181389.57,3258.37,13051.27,0,0.36666667,0,0,0.0081216667,0.020289613,0,6.462202,11217,0,0,2433856.7,0,0,0,6.462202,0,1235029,169975.33,0,0,6.462202,0,12,3231,0,54.741613,0,2422924.9,1227337,0,2409022,0.089158203,2013-10-25T17:29:37.000Z
2611.5,0,1230807.6,0,0,173697.57,3258.37,13935.21,0,0.36666667,0,0,0.0081216667,0.020273009,0,6.462202,11217,0,0,2431576.2,0,0,0,6.462202,0,1235029,168700.64,0,0,6.462202,0,12,3231,0,54.740381,0,2426331.1,1223491,0,2409022,0.084861422,2013-10-25T17:29:43.000Z
2611.8,0,1233759.1,0,0,181389.57,3258.37,13999.04,0,0.36666667,0,0,0.0081216667,0.020143383,0,6.462202,11217,0,0,2426977.8,0,0,0,6.462202,0,1246568,166769.05,0,0,6.462202,0,12,3231,0,54.758905,0,2421514.5,1219645,0,2412548.5,0.081638836,2013-10-25T17:29:51.000Z
2612.1,0,1226953,0,0,181389.57,3258.37,14878.39,0,0.36666667,0,0,0.0081216667,0.020102032,0,6.462202,11217,0,0,2430336.4,0,0,0,6.462202,0,1238876,178990.03,0,0,6.462202,0,12,3231,0,54.755665,0,2419533.2,1219645,0,2396313.4,0.077342055,2013-10-25T17:29:59.000Z
2612.4,0,1235621.9,0,0,177543.57,3258.37,13216.78,0,0.36666667,0,0,0.0081216667,0.020108311,0,6.462202,11217,0,0,2430336.4,0,0,0,6.462202,0,1246568,167408.66,0,0,6.462202,0,12,3231,0,54.769781,0,2423122,1227337,0,2419153.6,0.078416251,2013-10-25T17:30:07.000Z
2612.7,0,1232644.2,0,0,177543.57,3258.37,13216.78,0,0.36666667,0,0,0.0081216667,0.020048486,0,6.462202,11217,0,0,2435108.9,0,0,0,6.462202,0,1246568,164110.69,0,0,6.462202,0,12,3231,0,54.79151,0,2424905.8,1223491,0,2412867.7,0.080564641,2013-10-25T17:30:15.000Z
2613,0,1230096.8,0,0,169851.57,3258.37,13654.63,0,0.36666667,0,0,0.0081216667,0.020092902,0,6.462202,11217,0,0,2435388.7,0,0,0,6.462202,0,1235029,166908.61,0,0,6.462202,0,12,3231,0,54.793891,0,2427023.8,1219645,0,2418689.2,0.087009812,2013-10-25T17:30:21.000Z
2613.3,0,1239057,0,0,181389.57,3258.37,12241.01,0,0.36666667,0,0,0.0081216667,0.020086566,0,6.462202,11217,0,0,2435388.7,0,0,0,6.462202,0,1242722,165824.21,0,0,6.462202,0,12,3231,0,54.811326,0,2426879,1219645,0,2421456.9,0.090232398,2013-10-25T17:30:27.000Z
2613.6,0,1230697,0,0,173697.57,3258.37,11744.06,0,0.36666667,0,0,0.0081216667,0.020265683,0,6.462202,11217,0,0,2442103.8,0,0,0,6.462202,0,1235029,168330.9,0,0,6.462202,0,12,3231,0,54.823676,0,2432026,1227337,0,2424964.8,0.091306593,2013-10-25T17:30:35.000Z
2613.9,0,1235823.3,0,0,173697.57,3258.37,11744.06,0,0.36666667,0,0,0.0081216667,0.020047722,0,6.462202,11217,0,0,2436920.8,0,0,0,6.462202,0,1246568,172060.47,0,0,6.462202,0,12,3231,0,54.84236,0,2423950.7,1227337,0,2411947.3,0.090232398,2013-10-25T17:30:41.000Z
2614.2,0,1240215,0,0,169851.57,3258.37,12715.02,0,0.36666667,0,0,0.0081216667,0.020080338,0,6.462202,11217,0,0,2434462,0,0,0,6.462202,0,1246568,165993.84,0,0,6.462202,0,12,3231,0,54.839713,0,2421172.8,1238876,0,2417464,0.092380788,2013-10-25T17:30:47.000Z
2614.5,0,1225459.3,0,0,181389.57,3258.37,11803.76,0,0.36666667,0,0,0.0081216667,0.020140977,0,6.462202,11217,0,0,2433578.9,0,0,0,6.462202,0,1238876,174338.58,0,0,6.462202,0,12,3231,0,54.846343,0,2424788.7,1219645,0,2414252.6,0.087009812,2013-10-25T17:30:55.000Z
2614.8,0,1234539.7,0,0,181389.57,3258.37,11374.16,0,0.36666667,0,0,0.0081216667,0.02006532,0,6.462202,11217,0,0,2441100.4,0,0,0,6.462202,0,1235029,116600.32,0,0,6.462202,0,12,3231,0,54.859495,0,2436098.7,1235029,0,2432328.7,0.093454984,2013-10-25T17:31:01.000Z
2615.1,0,1239971,0,0,166005.57,3258.37,11374.16,0,0.36666667,0,0,0.0081216667,0.020095327,0,6.462202,11217,0,0,2442166,0,0,0,6.462202,0,1242722,112134.78,0,0,6.462202,0,12,3231,0,54.87308,0,2426881.3,1235029,0,2417310.6,0.096677569,2013-10-25T17:31:07.000Z
2615.4,0,1211152.5,0,0,169851.57,3258.37,12214.71,0,0.36666667,0,0,0.0081216667,0.020052626,0,6.462202,11217,0,0,2442166,0,0,0,6.462202,0,1242722,168348.7,0,0,6.462202,0,12,3231,0,54.900023,0,2428788.7,1181184,0,2421295.2,0.10097435,2013-10-25T17:31:13.000Z
2615.7,0,1226574.4,0,0,219850.57,3258.37,10087.51,0,0.36666667,0,0,0.0081216667,0.020331562,0,6.462202,11217,0,0,2431263.1,0,0,0,6.462202,0,1238876,191620.02,0,0,6.462202,0,12,3231,0,54.894449,0,2426095.7,1181184,0,2414084.7,0.08539852,2013-10-25T17:31:22.000Z
2616,0,1234721.9,0,0,162158.57,3258.37,10290.29,0,0.36666667,0,0,0.0081216667,0.020366218,0,6.462202,11217,0,0,2432471.8,0,0,0,6.462202,0,1238876,166829.6,0,0,6.462202,0,12,3231,0,54.894612,0,2427547.8,1231183,0,2423287.6,0.084861422,2013-10-25T17:31:27.000Z
2616.3,0,1235148.4,0,0,169851.57,3258.37,12040.94,0,0.36666667,0,0,0.0081216667,0.020339779,0,6.462202,11217,0,0,2436920.8,0,0,0,6.462202,0,1238876,167040.93,0,0,6.462202,0,12,3231,0,54.914998,0,2429805.6,1231183,0,2422667.7,0.087009812,2013-10-25T17:31:35.000Z
2616.6,0,1228295.8,0,0,173697.57,3258.37,14329.01,0,0.36666667,0,0,0.0081216667,0.020152007,0,6.462202,11217,0,0,2432791,0,0,0,6.462202,0,1235029,170539.43,0,0,6.462202,0,12,3231,0,54.912209,0,2422340.3,1227337,0,2407023.4,0.087009812,2013-10-25T17:31:41.000Z
