Time,EditFlag,H2S4,Depth,TOTGAS2,H2S5,NORMGAS,TOTGAS,TOTGAS6,CO2_2,CO2_3,TOTGAS5,H2S6,RigActivityCode,CO2,TOTGAS3,H2S1,H2S3,H2S2,TOTGAS4,H2S7,H2S8
2016-08-14T15:56:18.000Z,0,3.45215E-08,0,0,1.71717E-07,0,0,0,0,0,0,0,0,0,0,1.81258E-08,-2.1439E-08,4.36991E-08,0,0,0
2016-08-14T15:56:30.000Z,0,3.40402E-08,0,0,1.735E-07,0,0,0,0,0,0,0,0,0,0,1.92372E-08,-1.68421E-08,4.32436E-08,0,0,0
2016-08-14T15:56:45.000Z,0,3.39411E-08,0,0,1.74303E-07,0,0,0,0,0,0,0,0,0,0,1.93332E-08,-1.56667E-08,4.3064E-08,0,0,0
2016-08-14T15:57:00.000Z,0,3.42867E-08,0,0,1.73093E-07,0,0,0,0,0,0,0,0,0,0,1.88563E-08,-1.64636E-08,4.2572E-08,0,0,0
2016-08-14T15:57:15.000Z,0,3.43926E-08,0,0,1.73953E-07,0,0,0,0,0,0,0,4,0,0,1.8854E-08,-1.67343E-08,4.36627E-08,0,0,0
2016-08-14T15:57:30.000Z,0,3.47488E-08,0,0,1.74313E-07,0,0,0,0,0,0,0,4,0,0,1.90844E-08,-1.63806E-08,4.36442E-08,0,0,0
2016-08-14T15:57:45.000Z,0,3.57322E-08,0,0,1.74542E-07,0,0,0,0,0,0,0,4,0,0,1.86111E-08,-1.56638E-08,4.3438E-08,0,0,0
2016-08-14T15:58:00.000Z,0,3.44865E-08,0,0,1.72432E-07,0,0,0,0,0,0,0,4,0,0,1.78012E-08,-1.48827E-08,4.21727E-08,0,0,0
2016-08-14T15:58:15.000Z,0,3.48387E-08,0,0,1.73507E-07,0,0,0,0,0,0,0,4,0,0,1.92546E-08,-1.63031E-08,4.1796E-08,0,0,0
2016-08-14T15:58:30.000Z,0,3.47476E-08,0,0,1.73606E-07,0,0,0,0,0,0,0,4,0,0,1.8462E-08,-1.60792E-08,4.22553E-08,0,0,0
2016-08-14T15:58:45.000Z,0,3.52825E-08,0,0,1.73419E-07,0,0,0,0,0,0,0,4,0,0,1.99962E-08,-1.61271E-08,4.2004E-08,0,0,0
2016-08-14T15:59:00.000Z,0,3.55394E-08,0,0,1.73267E-07,0,0,0,0,0,0,0,4,0,0,1.87988E-08,-1.59173E-08,4.37152E-08,0,0,0
2016-08-14T15:59:15.000Z,0,3.3947E-08,0,0,1.74575E-07,0,0,0,0,0,0,0,4,0,0,1.92912E-08,-1.499E-08,4.4321E-08,0,0,0
2016-08-14T15:59:30.000Z,0,3.43806E-08,0,0,1.73703E-07,0,0,0,0,0,0,0,4,0,0,1.85324E-08,-1.64257E-08,4.34559E-08,0,0,0
2016-08-14T15:59:45.000Z,0,3.44721E-08,0,0,1.74151E-07,0,0,0,0,0,0,0,4,0,0,1.83059E-08,-1.65384E-08,4.3341E-08,0,0,0
2016-08-14T16:00:00.000Z,0,3.43781E-08,0,0,1.73911E-07,0,0,0,0,0,0,0,4,0,0,1.90812E-08,-1.69326E-08,4.33068E-08,0,0,0
2016-08-14T16:00:15.000Z,0,3.50822E-08,0,0,1.73464E-07,0,0,0,0,0,0,0,4,0,0,1.94676E-08,-1.61194E-08,4.20703E-08,0,0,0
2016-08-14T16:00:30.000Z,0,3.43907E-08,0,0,1.75774E-07,0,0,0,0,0,0,0,4,0,0,1.78947E-08,-1.79071E-08,4.33357E-08,0,0,0
2016-08-14T16:00:45.000Z,0,3.52761E-08,0,0,1.73343E-07,0,0,0,0,0,0,0,4,0,0,1.89977E-08,-1.71817E-08,4.20961E-08,0,0,0
2016-08-14T16:01:00.000Z,0,3.48326E-08,0,0,1.7335E-07,0,0,0,0,0,0,0,4,0,0,1.86904E-08,-1.72613E-08,4.17214E-08,0,0,0
2016-08-14T16:01:15.000Z,0,3.49148E-08,0,0,1.73622E-07,0,0,0,0,0,0,0,4,0,0,1.93184E-08,-1.66343E-08,4.26297E-08,0,0,0
2016-08-14T16:01:30.000Z,0,3.59956E-08,0,0,1.74245E-07,0,0,0,0,0,0,0,4,0,0,1.9318E-08,-1.63877E-08,4.30912E-08,0,0,0
2016-08-14T16:01:45.000Z,0,3.51069E-08,0,0,1.72977E-07,0,0,0,0,0,0,0,4,0,0,1.85063E-08,-1.75736E-08,4.22535E-08,0,0,0
2016-08-14T16:02:00.000Z,0,3.48217E-08,0,0,1.72301E-07,0,0,0,0,0,0,0,4,0,0,1.85918E-08,-1.54332E-08,4.27513E-08,0,0,0
2016-08-14T16:02:15.000Z,0,3.42958E-08,0,0,1.73613E-07,0,0,0,0,0,0,0,4,0,0,1.87092E-08,-1.71023E-08,4.19897E-08,0,0,0
2016-08-14T16:02:30.000Z,0,3.45588E-08,0,0,1.73803E-07,0,0,0,0,0,0,0,4,0,0,1.69777E-08,-1.63524E-08,4.26561E-08,0,0,0
2016-08-14T16:02:45.000Z,0,3.279E-08,0,0,1.74049E-07,0,0,0,0,0,0,0,4,0,0,1.77238E-08,-1.74441E-08,4.21299E-08,0,0,0
2016-08-14T16:03:00.000Z,0,3.37742E-08,0,0,1.72779E-07,0,0,0,0,0,0,0,4,0,0,1.90125E-08,-1.71394E-08,4.28906E-08,0,0,0
2016-08-14T16:03:15.000Z,0,3.4737E-08,0,0,1.73641E-07,0,0,0,0,0,0,0,0,0,0,1.81471E-08,-1.48523E-08,4.29033E-08,0,0,0
2016-08-14T16:03:30.000Z,0,3.40195E-08,0,0,1.73871E-07,0,0,0,0,0,0,0,0,0,0,1.72201E-08,-1.6031E-08,4.19879E-08,0,0,0
2016-08-14T16:03:45.000Z,0,3.37563E-08,0,0,1.73354E-07,0,0,0,0,0,0,0,0,0,0,1.84517E-08,-1.60558E-08,4.22784E-08,0,0,0
2016-08-14T16:04:00.000Z,0,3.46495E-08,0,0,1.7414E-07,0,0,0,0,0,0,0,0,0,0,1.88944E-08,-1.63179E-08,4.26272E-08,0,0,0
2016-08-14T16:04:15.000Z,0,3.45453E-08,0,0,1.74173E-07,0,0,0,0,0,0,0,0,0,0,1.92565E-08,-1.65162E-08,4.11539E-08,0,0,0
2016-08-14T16:04:30.000Z,0,3.53732E-08,0,0,1.72265E-07,0,0,0,0,0,0,0,4,0,0,1.91147E-08,-1.72896E-08,4.25833E-08,0,0,0
2016-08-14T16:04:45.000Z,0,3.40224E-08,0,0,1.73347E-07,0,0,0,0,0,0,0,4,0,0,1.80148E-08,-1.71808E-08,4.20729E-08,0,0,0
2016-08-14T16:05:00.000Z,0,3.47454E-08,0,0,1.73103E-07,0,0,0,0,0,0,0,4,0,0,1.84939E-08,-1.66906E-08,4.15362E-08,0,0,0
2016-08-14T16:05:15.000Z,0,3.48305E-08,0,0,1.73969E-07,0,0,0,0,0,0,0,0,0,0,1.82628E-08,-1.7271E-08,4.29615E-08,0,0,0
2016-08-14T16:05:30.000Z,0,3.51013E-08,0,0,1.73006E-07,0,0,0,0,0,0,0,0,0,0,1.74204E-08,-1.80859E-08,4.21059E-08,0,0,0
2016-08-14T16:05:45.000Z,0,3.403E-08,0,0,1.7239E-07,0,0,0,0,0,0,0,4,0,0,1.66319E-08,-1.6358E-08,4.29836E-08,0,0,0
2016-08-14T16:06:00.000Z,0,3.59014E-08,0,0,1.73524E-07,0,0,0,0,0,0,0,4,0,0,1.6639E-08,-1.70439E-08,4.19819E-08,0,0,0
2016-08-14T16:06:15.000Z,0,3.44731E-08,0,0,1.7273E-07,0,0,0,0,0,0,0,4,0,0,1.74045E-08,-1.71351E-08,4.26026E-08,0,0,0
2016-08-14T16:06:30.000Z,0,3.57279E-08,0,0,1.73164E-07,0,0,0,0,0,0,0,4,0,0,1.69514E-08,-1.7104E-08,4.10815E-08,0,0,0
2016-08-14T16:06:45.000Z,0,3.49306E-08,0,0,1.73155E-07,0,0,0,0,0,0,0,4,0,0,1.78623E-08,-1.7582E-08,4.15507E-08,0,0,0
2016-08-14T16:07:00.000Z,0,3.62589E-08,0,0,1.73244E-07,0,0,0,0,0,0,0,4,0,0,1.84869E-08,-1.73851E-08,4.1348E-08,0,0,0
2016-08-14T16:07:15.000Z,0,3.59E-08,0,0,1.72903E-07,0,0,0,0,0,0,0,4,0,0,1.88983E-08,-1.57128E-08,4.11667E-08,0,0,0
2016-08-14T16:07:30.000Z,0,3.55585E-08,0,0,1.72786E-07,0,3.9418E-06,0,0,0,0,0,4,0,0,1.81355E-08,-1.70915E-08,4.25375E-08,0,0,0
2016-08-14T16:07:45.000Z,0,3.47438E-08,0,0,1.74326E-07,0,5.91097E-05,0,0,0,0,0,4,0,0,1.82262E-08,-1.65412E-08,4.17721E-08,0,0,0
2016-08-14T16:08:00.000Z,0,3.36755E-08,0,0,1.73433E-07,0,5.90757E-05,0,0,0,0,0,4,0,0,1.88012E-08,-1.66234E-08,4.21905E-08,0,0,0
2016-08-14T16:08:15.000Z,0,3.41339E-08,0,0,1.72414E-07,0,5.90275E-05,0,0,0,0,0,4,0,0,1.71134E-08,-1.71703E-08,4.0466E-08,0,0,0
2016-08-14T16:08:30.000Z,0,3.49241E-08,0,0,1.73242E-07,0,5.90786E-05,0,0,0,0,0,4,0,0,1.84221E-08,-1.65853E-08,4.09859E-08,0,0,0
2016-08-14T16:08:45.000Z,0,3.47558E-08,0,0,1.73502E-07,0,5.90354E-05,0,0,0,0,0,4,0,0,1.88756E-08,-1.54632E-08,4.19251E-08,0,0,0
2016-08-14T16:09:00.000Z,0,3.4038E-08,0,0,1.73686E-07,0,5.90865E-05,0,0,0,0,0,4,0,0,1.86087E-08,-1.63389E-08,4.33023E-08,0,0,0
2016-08-14T16:09:15.000Z,0,3.4927E-08,0,0,1.73428E-07,0,5.90688E-05,0,0,0,0,0,4,0,0,1.82095E-08,-1.6736E-08,4.282E-08,0,0,0
2016-08-14T16:09:30.000Z,0,3.48297E-08,0,0,1.73785E-07,0,5.91451E-05,0,0,0,0,0,4,0,0,1.78442E-08,-1.6488E-08,4.27342E-08,0,0,0
2016-08-14T16:09:45.000Z,0,3.5103E-08,0,0,1.72964E-07,0,5.91314E-05,0,0,0,0,0,4,0,0,1.81482E-08,-1.61399E-08,4.17641E-08,0,0,0
2016-08-14T16:10:00.000Z,0,3.48387E-08,0,0,1.72517E-07,0,5.91486E-05,0,0,0,0,0,4,0,0,1.73527E-08,-1.66699E-08,4.26255E-08,0,0,0
2016-08-14T16:10:15.000Z,0,3.57146E-08,0,0,1.73991E-07,0,5.91676E-05,0,0,0,0,0,4,0,0,1.87175E-08,-1.74393E-08,4.39542E-08,0,0,0
2016-08-14T16:10:30.000Z,0,3.64316E-08,0,0,1.73725E-07,0,5.90918E-05,0,0,0,0,0,4,0,0,1.82459E-08,-1.59683E-08,4.34382E-08,0,0,0
2016-08-14T16:10:45.000Z,0,3.38317E-08,0,0,1.72665E-07,0,5.90132E-05,0,0,0,0,0,4,0,0,1.83041E-08,-1.64881E-08,4.20643E-08,0,0,0
2016-08-14T16:11:00.000Z,0,3.29505E-08,0,0,1.73715E-07,0,5.90331E-05,0,0,0,0,0,4,0,0,1.88945E-08,-1.70598E-08,4.12411E-08,0,0,0
2016-08-14T16:11:15.000Z,0,3.45645E-08,0,0,1.7308E-07,0,5.90452E-05,0,0,0,0,0,4,0,0,1.76467E-08,-1.81421E-08,4.20776E-08,0,0,0
2016-08-14T16:11:30.000Z,0,3.5633E-08,0,0,1.72728E-07,0,5.906E-05,0,0,0,0,0,4,0,0,1.81243E-08,-1.85904E-08,4.26831E-08,0,0,0
2016-08-14T16:11:45.000Z,0,3.50824E-08,0,0,1.72057E-07,0,5.90204E-05,0,0,0,0,0,4,0,0,1.8808E-08,-1.73132E-08,4.28474E-08,0,0,0
2016-08-14T16:12:00.000Z,0,3.45569E-08,0,0,1.71666E-07,0,5.90445E-05,0,0,0,0,0,4,0,0,1.81297E-08,-1.60474E-08,4.17047E-08,0,0,0
2016-08-14T16:12:15.000Z,0,3.47347E-08,0,0,1.73801E-07,0,5.90325E-05,0,0,0,0,0,4,0,0,1.78567E-08,-1.66695E-08,4.15862E-08,0,0,0
2016-08-14T16:12:30.000Z,0,3.44797E-08,0,0,1.7298E-07,0,5.90587E-05,0,0,0,0,0,4,0,0,1.87877E-08,-1.71892E-08,4.10758E-08,0,0,0
2016-08-14T16:12:45.000Z,0,3.43936E-08,0,0,1.73864E-07,0,5.89996E-05,0,0,0,0,0,4,0,0,1.68099E-08,-1.74334E-08,4.12924E-08,0,0,0
2016-08-14T16:13:00.000Z,0,3.48349E-08,0,0,1.71756E-07,0,5.90908E-05,0,0,0,0,0,4,0,0,1.56541E-08,-1.68818E-08,4.16179E-08,0,0,0
2016-08-14T16:13:15.000Z,0,3.35811E-08,0,0,1.7229E-07,0,5.90161E-05,0,0,0,0,0,4,0,0,1.56862E-08,-1.66313E-08,4.1296E-08,0,0,0
2016-08-14T16:13:30.000Z,0,3.39333E-08,0,0,1.72475E-07,0,5.90003E-05,0,0,0,0,0,4,0,0,1.61455E-08,-1.66083E-08,4.24523E-08,0,0,0
2016-08-14T16:13:45.000Z,0,3.26822E-08,0,0,1.72299E-07,0,5.89608E-05,0,0,0,0,0,4,0,0,1.55392E-08,-1.63734E-08,4.31522E-08,0,0,0
2016-08-14T16:14:00.000Z,0,3.42041E-08,0,0,1.74501E-07,0,5.90509E-05,0,0,0,0,0,4,0,0,1.68104E-08,-1.61934E-08,4.22109E-08,0,0,0
2016-08-14T16:14:15.000Z,0,3.46552E-08,0,0,1.71487E-07,0,5.90454E-05,0,0,0,0,0,4,0,0,1.73665E-08,-1.59485E-08,4.21131E-08,0,0,0
2016-08-14T16:14:30.000Z,0,3.41178E-08,0,0,1.7353E-07,0,5.91631E-05,0,0,0,0,0,4,0,0,1.75558E-08,-1.85387E-08,4.26893E-08,0,0,0
2016-08-14T16:14:45.000Z,0,3.45622E-08,0,0,1.7156E-07,0,5.91909E-05,0,0,0,0,0,4,0,0,1.73902E-08,-1.6762E-08,4.13442E-08,0,0,0
2016-08-14T16:15:00.000Z,0,3.30419E-08,0,0,1.74242E-07,0,5.92134E-05,0,0,0,0,0,4,0,0,1.73166E-08,-1.61935E-08,4.27445E-08,0,0,0
2016-08-14T16:15:15.000Z,0,3.42831E-08,0,0,1.73099E-07,0,5.93165E-05,0,0,0,0,0,4,0,0,1.77157E-08,-1.79629E-08,4.00684E-08,0,0,0
2016-08-14T16:15:30.000Z,0,3.42854E-08,0,0,1.73631E-07,0,5.93476E-05,0,0,0,0,0,4,0,0,1.83848E-08,-1.6633E-08,4.15202E-08,0,0,0
2016-08-14T16:15:45.000Z,0,3.33904E-08,0,0,1.72822E-07,0,5.9319E-05,0,0,0,0,0,4,0,0,1.66833E-08,-1.51369E-08,4.2195E-08,0,0,0
2016-08-14T16:16:00.000Z,0,3.50123E-08,0,0,1.72718E-07,0,5.93105E-05,0,0,0,0,0,4,0,0,1.91159E-08,-1.77834E-08,4.15429E-08,0,0,0
2016-08-14T16:16:15.000Z,0,3.51796E-08,0,0,1.73275E-07,0,5.93428E-05,0,0,0,0,0,4,0,0,1.74343E-08,-1.64901E-08,4.24509E-08,0,0,0
2016-08-14T16:16:30.000Z,0,3.33089E-08,0,0,1.73353E-07,0,5.93098E-05,0,0,0,0,0,4,0,0,1.76691E-08,-1.55794E-08,4.17856E-08,0,0,0
2016-08-14T16:16:45.000Z,0,3.50149E-08,0,0,1.73784E-07,0,5.93324E-05,0,0,0,0,0,4,0,0,1.73387E-08,-1.77955E-08,4.3438E-08,0,0,0
2016-08-14T16:17:00.000Z,0,3.49262E-08,0,0,1.73052E-07,0,5.93297E-05,0,0,0,0,0,4,0,0,1.75499E-08,-1.64737E-08,4.0933E-08,0,0,0
2016-08-14T16:17:15.000Z,0,3.39501E-08,0,0,1.71101E-07,0,5.93893E-05,0,0,0,0,0,4,0,0,1.85148E-08,-1.74689E-08,4.21767E-08,0,0,0
2016-08-14T16:17:30.000Z,0,3.35814E-08,0,0,1.72118E-07,0,5.93407E-05,0,0,0,0,0,4,0,0,1.80823E-08,-1.61332E-08,4.25356E-08,0,0,0
2016-08-14T16:17:45.000Z,0,3.45674E-08,0,0,1.71738E-07,0,5.93528E-05,0,0,0,0,0,4,0,0,1.86126E-08,-1.73991E-08,4.22556E-08,0,0,0
2016-08-14T16:18:00.000Z,0,3.43931E-08,0,0,1.72615E-07,0,5.94227E-05,0,0,0,0,0,4,0,0,1.86053E-08,-1.75494E-08,4.19861E-08,0,0,0
2016-08-14T16:18:15.000Z,0,3.53746E-08,0,0,1.71482E-07,0,5.94424E-05,0,0,0,0,0,4,0,0,1.90278E-08,-1.65234E-08,4.18296E-08,0,0,0
2016-08-14T16:18:30.000Z,0,3.50122E-08,0,0,1.71909E-07,0,5.94541E-05,0,0,0,0,0,4,0,0,1.86493E-08,-1.65365E-08,4.09602E-08,0,0,0
2016-08-14T16:18:45.000Z,0,3.45628E-08,0,0,1.71054E-07,0,5.94768E-05,0,0,0,0,0,4,0,0,1.70498E-08,-1.78082E-08,4.26507E-08,0,0,0
2016-08-14T16:19:00.000Z,0,3.45522E-08,0,0,1.72374E-07,0,5.9421E-05,0,0,0,0,0,4,0,0,1.80861E-08,-1.78637E-08,4.28685E-08,0,0,0
2016-08-14T16:19:15.000Z,0,3.64438E-08,0,0,1.71981E-07,0,5.94659E-05,0,0,0,0,0,4,0,0,1.78749E-08,-1.66592E-08,4.22587E-08,0,0,0
2016-08-14T16:19:30.000Z,0,3.42019E-08,0,0,1.70874E-07,0,5.94805E-05,0,0,0,0,0,4,0,0,1.71908E-08,-1.75098E-08,4.18277E-08,0,0,0
2016-08-14T16:19:45.000Z,0,3.5454E-08,0,0,1.72463E-07,0,5.95756E-05,0,0,0,0,0,4,0,0,1.64546E-08,-1.65569E-08,4.23896E-08,0,0,0
2016-08-14T16:20:00.000Z,0,3.43879E-08,0,0,1.70492E-07,0,5.9533E-05,0,0,0,0,0,4,0,0,1.81185E-08,-1.70569E-08,4.04655E-08,0,0,0
2016-08-14T16:20:15.000Z,0,3.54599E-08,0,0,1.71484E-07,0,5.94835E-05,0,0,0,0,0,4,0,0,1.66344E-08,-1.63914E-08,4.08341E-08,0,0,0
2016-08-14T16:20:30.000Z,0,3.49222E-08,0,0,1.72523E-07,0,5.94405E-05,0,0,0,0,0,4,0,0,1.70145E-08,-1.67949E-08,4.00457E-08,0,0,0
2016-08-14T16:20:45.000Z,0,3.50141E-08,0,0,1.70841E-07,0,5.93635E-05,0,0,0,0,0,4,0,0,1.80795E-08,-1.64876E-08,4.20921E-08,0,0,0
2016-08-14T16:21:00.000Z,0,3.50088E-08,0,0,1.72196E-07,0,5.93357E-05,0,0,0,0,0,4,0,0,1.79949E-08,-1.66433E-08,4.11061E-08,0,0,0
2016-08-14T16:21:15.000Z,0,3.43991E-08,0,0,1.71901E-07,0,5.92952E-05,0,0,0,0,0,4,0,0,1.91973E-08,-1.58349E-08,4.23521E-08,0,0,0
2016-08-14T16:21:30.000Z,0,3.54716E-08,0,0,1.72614E-07,0,5.92175E-05,0,0,0,0,0,4,0,0,1.74804E-08,-1.6379E-08,4.17521E-08,0,0,0
2016-08-14T16:21:45.000Z,0,3.6444E-08,0,0,1.74718E-07,0,5.92371E-05,0,0,0,0,0,4,0,0,1.81071E-08,-1.63135E-08,4.27494E-08,0,0,0
2016-08-14T16:22:00.000Z,0,3.60057E-08,0,0,1.72258E-07,0,5.91933E-05,0,0,0,0,0,4,0,0,1.90309E-08,-1.68799E-08,4.30127E-08,0,0,0
2016-08-14T16:22:15.000Z,0,3.59026E-08,0,0,1.72086E-07,0,5.92321E-05,0,0,0,0,0,4,0,0,1.84983E-08,-1.59136E-08,4.19085E-08,0,0,0
2016-08-14T16:22:30.000Z,0,3.53785E-08,0,0,1.73071E-07,0,5.93168E-05,0,0,0,0,0,4,0,0,1.86323E-08,-1.59134E-08,4.14236E-08,0,0,0
2016-08-14T16:22:45.000Z,0,3.55523E-08,0,0,1.71361E-07,0,5.92931E-05,0,0,0,0,0,4,0,0,1.94809E-08,-1.61445E-08,4.22039E-08,0,0,0
2016-08-14T16:23:00.000Z,0,3.60023E-08,0,0,1.70838E-07,0,5.94116E-05,0,0,0,0,0,4,0,0,1.82717E-08,-1.59473E-08,4.1772E-08,0,0,0
2016-08-14T16:23:15.000Z,0,3.53662E-08,0,0,1.72466E-07,0,5.94625E-05,0,0,0,0,0,4,0,0,1.80239E-08,-1.4932E-08,4.26916E-08,0,0,0
2016-08-14T16:23:30.000Z,0,3.53674E-08,0,0,1.71213E-07,0,5.94191E-05,0,0,0,0,0,4,0,0,1.86535E-08,-1.54129E-08,4.09626E-08,0,0,0
2016-08-14T16:23:45.000Z,0,3.56351E-08,0,0,1.72611E-07,0,5.94304E-05,0,0,0,0,0,4,0,0,1.78215E-08,-1.54976E-08,4.19286E-08,0,0,0
2016-08-14T16:24:00.000Z,0,3.482E-08,0,0,1.71595E-07,0,5.94543E-05,0,0,0,0,0,4,0,0,1.79694E-08,-1.61639E-08,4.2581E-08,0,0,0
2016-08-14T16:24:15.000Z,0,3.39415E-08,0,0,1.71392E-07,0,5.94351E-05,0,0,0,0,0,4,0,0,1.77327E-08,-1.55975E-08,4.19345E-08,0,0,0
2016-08-14T16:24:30.000Z,0,3.4647E-08,0,0,1.71661E-07,0,5.95364E-05,0,0,0,0,0,4,0,0,1.8686E-08,-1.6447E-08,4.29504E-08,0,0,0
2016-08-14T16:24:45.000Z,0,3.3853E-08,0,0,1.71385E-07,0,5.96797E-05,0,0,0,0,0,4,0,0,1.83848E-08,-1.54375E-08,4.28861E-08,0,0,0
2016-08-14T16:25:00.000Z,0,3.33164E-08,0,0,1.70496E-07,0,5.97514E-05,0,0,0,0,0,4,0,0,1.93347E-08,-1.6584E-08,4.20151E-08,0,0,0
2016-08-14T16:25:15.000Z,0,3.35866E-08,0,0,1.72442E-07,0,5.96487E-05,0,0,0,0,0,4,0,0,1.96018E-08,-1.57158E-08,4.3528E-08,0,0,0
2016-08-14T16:25:30.000Z,0,3.37639E-08,0,0,1.70489E-07,0,5.9657E-05,0,0,0,0,0,4,0,0,1.72789E-08,-1.49128E-08,4.23445E-08,0,0,0
2016-08-14T16:25:45.000Z,0,3.36715E-08,0,0,1.71395E-07,0,5.96652E-05,0,0,0,0,0,4,0,0,1.86601E-08,-1.62202E-08,4.13727E-08,0,0,0
2016-08-14T16:26:00.000Z,0,3.43093E-08,0,0,1.71806E-07,0,5.96009E-05,0,0,0,0,0,4,0,0,1.8981E-08,-1.60337E-08,4.2845E-08,0,0,0
2016-08-14T16:26:15.000Z,0,3.55437E-08,0,0,1.72113E-07,0,5.95315E-05,0,0,0,0,0,4,0,0,1.78383E-08,-1.65229E-08,4.20498E-08,0,0,0
2016-08-14T16:26:30.000Z,0,3.37687E-08,0,0,1.71996E-07,0,5.95003E-05,0,0,0,0,0,4,0,0,1.7239E-08,-1.66216E-08,4.36681E-08,0,0,0
2016-08-14T16:26:45.000Z,0,3.42036E-08,0,0,1.71936E-07,0,5.94376E-05,0,0,0,0,0,4,0,0,1.89966E-08,-1.57326E-08,4.21833E-08,0,0,0
2016-08-14T16:27:00.000Z,0,3.46525E-08,0,0,1.72186E-07,0,5.94518E-05,0,0,0,0,0,4,0,0,1.96055E-08,-1.51973E-08,4.27932E-08,0,0,0
2016-08-14T16:27:15.000Z,0,3.52827E-08,0,0,1.71282E-07,0,5.94001E-05,0,0,0,0,0,4,0,0,1.86886E-08,-1.57203E-08,4.3733E-08,0,0,0
2016-08-14T16:27:30.000Z,0,3.42991E-08,0,0,1.71566E-07,0,5.94366E-05,0,0,0,0,0,4,0,0,1.75997E-08,-1.68891E-08,4.26559E-08,0,0,0
2016-08-14T16:27:45.000Z,0,3.56392E-08,0,0,1.72463E-07,0,5.94362E-05,0,0,0,0,0,4,0,0,1.72718E-08,-1.69847E-08,4.29289E-08,0,0,0
2016-08-14T16:28:00.000Z,0,3.44707E-08,0,0,1.71846E-07,0,5.94458E-05,0,0,0,0,0,4,0,0,1.95082E-08,-1.69692E-08,4.23978E-08,0,0,0
2016-08-14T16:28:15.000Z,0,3.54541E-08,0,0,1.72166E-07,0,5.9507E-05,0,0,0,0,0,4,0,0,1.87499E-08,-1.69122E-08,4.21852E-08,0,0,0
2016-08-14T16:28:30.000Z,0,3.47379E-08,0,0,1.71315E-07,0,5.95648E-05,0,0,0,0,0,4,0,0,1.83915E-08,-1.64205E-08,4.34314E-08,0,0,0
2016-08-14T16:28:45.000Z,0,3.46588E-08,0,0,1.70502E-07,0,5.964E-05,0,0,0,0,0,4,0,0,1.90822E-08,-1.62483E-08,4.32807E-08,0,0,0
2016-08-14T16:29:00.000Z,0,3.4927E-08,0,0,1.7119E-07,0,5.95796E-05,0,0,0,0,0,4,0,0,1.8146E-08,-1.71581E-08,4.2915E-08,0,0,0
2016-08-14T16:29:15.000Z,0,3.56248E-08,0,0,1.71143E-07,0,5.95041E-05,0,0,0,0,0,4,0,0,1.83399E-08,-1.5141E-08,4.20261E-08,0,0,0
2016-08-14T16:29:30.000Z,0,3.52894E-08,0,0,1.7102E-07,0,5.94259E-05,0,0,0,0,0,4,0,0,1.87252E-08,-1.61854E-08,4.21645E-08,0,0,0
2016-08-14T16:29:45.000Z,0,3.57234E-08,0,0,1.7112E-07,0,5.94322E-05,0,0,0,0,0,4,0,0,1.92826E-08,-1.65918E-08,4.29095E-08,0,0,0
2016-08-14T16:30:00.000Z,0,3.42861E-08,0,0,1.72463E-07,0,5.93366E-05,0,0,0,0,0,4,0,0,1.86196E-08,-1.65671E-08,4.45359E-08,0,0,0
2016-08-14T16:30:15.000Z,0,3.47501E-08,0,0,1.71277E-07,0,5.93054E-05,0,0,0,0,0,4,0,0,1.89862E-08,-1.54464E-08,4.24879E-08,0,0,0
2016-08-14T16:30:30.000Z,0,3.47458E-08,0,0,1.70838E-07,0,5.93099E-05,0,0,0,0,0,4,0,0,1.85746E-08,-1.77041E-08,4.22262E-08,0,0,0
2016-08-14T16:30:45.000Z,0,3.52864E-08,0,0,1.7146E-07,0,5.94133E-05,0,0,0,0,0,4,0,0,1.85644E-08,-1.76297E-08,4.27487E-08,0,0,0
2016-08-14T16:31:00.000Z,0,3.4486E-08,0,0,1.71377E-07,0,5.9389E-05,0,0,0,0,0,4,0,0,1.86978E-08,-1.66735E-08,4.29018E-08,0,0,0
2016-08-14T16:31:15.000Z,0,3.46566E-08,0,0,1.72095E-07,0,5.93604E-05,0,0,0,0,0,4,0,0,1.68264E-08,-1.61059E-08,4.24843E-08,0,0,0
2016-08-14T16:31:30.000Z,0,3.54478E-08,0,0,1.6978E-07,0,5.94577E-05,0,0,0,0,0,4,0,0,1.79034E-08,-1.6087E-08,4.3967E-08,0,0,0
2016-08-14T16:31:45.000Z,0,3.42076E-08,0,0,1.70924E-07,0,5.95416E-05,0,0,0,0,0,4,0,0,1.95309E-08,-1.78279E-08,4.2413E-08,0,0,0
2016-08-14T16:32:00.000Z,0,3.49118E-08,0,0,1.70878E-07,0,5.94003E-05,0,0,0,0,0,4,0,0,1.93309E-08,-1.53662E-08,4.31928E-08,0,0,0
2016-08-14T16:32:15.000Z,0,3.34909E-08,0,0,1.7094E-07,0,5.94253E-05,0,0,0,0,0,4,0,0,1.77924E-08,-1.58426E-08,4.3679E-08,0,0,0
2016-08-14T16:32:30.000Z,0,3.39324E-08,0,0,1.71218E-07,0,5.93747E-05,0,0,0,0,0,4,0,0,1.78081E-08,-1.70961E-08,4.23835E-08,0,0,0
2016-08-14T16:32:45.000Z,0,3.4123E-08,0,0,1.70417E-07,0,5.9457E-05,0,0,0,0,0,4,0,0,1.75094E-08,-1.65551E-08,4.40264E-08,0,0,0
